"
Translate to Spanish:
to exist
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/985/a_sound.MP3?1415995979 type=""audio/mpeg""></audio><br>

existir
"
"
Translate to Spanish:
(5 years) ago
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/986/a_sound.MP3?1415995979 type=""audio/mpeg""></audio><br>

hace (5 años)
"
"
Translate to Spanish:
younger, youngest
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/987/a_sound.MP3?1415995980 type=""audio/mpeg""></audio><br>

menor (menos viejo)
"
"
Translate to Spanish:
older, oldest
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/988/a_sound.MP3?1415995982 type=""audio/mpeg""></audio><br>

mayor (más viejo)
"
"
Translate to Spanish:
usually
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/989/a_sound.MP3?1415995983 type=""audio/mpeg""></audio><br>

usualmente
"
"
Translate to Spanish:
universal, common
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/990/a_sound.MP3?1415995984 type=""audio/mpeg""></audio><br>

universal, común
"
"
Translate to Spanish:
unfortunately
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/991/a_sound.MP3?1415995985 type=""audio/mpeg""></audio><br>

desafortunadamente
"
"
Translate to Spanish:
toward
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/992/a_sound.MP3?1415995986 type=""audio/mpeg""></audio><br>

hacia
"
"
Translate to Spanish:
to turn
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/993/a_sound.MP3?1415995987 type=""audio/mpeg""></audio><br>

dar vuelta, doblar, virar
"
"
Translate to Spanish:
to turn around
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/994/a_sound.MP3?1415995988 type=""audio/mpeg""></audio><br>

dar la vuelta
"
"
Translate to Spanish:
to share
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/995/a_sound.MP3?1415995989 type=""audio/mpeg""></audio><br>

compartir
"
"
Translate to Spanish:
to serve
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/996/a_sound.MP3?1415995990 type=""audio/mpeg""></audio><br>

servir
"
"
Translate to Spanish:
to command
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/997/a_sound.MP3?1415995991 type=""audio/mpeg""></audio><br>

mandar
"
"
Translate to Spanish:
to demand, to require
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/998/a_sound.MP3?1415995991 type=""audio/mpeg""></audio><br>

exigir
"
"
Translate to Spanish:
to get tired, to make tired
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/999/a_sound.MP3?1415995992 type=""audio/mpeg""></audio><br>

cansar
"
"
Translate to Spanish:
to rest
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/000/a_sound.MP3?1415995993 type=""audio/mpeg""></audio><br>

descansar
"
"
Translate to Spanish:
to relax
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/001/a_sound.MP3?1415995994 type=""audio/mpeg""></audio><br>

relajarse
"
"
Translate to Spanish:
nap
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/002/a_sound.MP3?1415995995 type=""audio/mpeg""></audio><br>

una siesta
"
"
Translate to Spanish:
to rent
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/003/a_sound.MP3?1415995996 type=""audio/mpeg""></audio><br>

alquilar
"
"
Translate to Spanish:
makeup (i.e.cosmetics)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/004/a_sound.MP3?1415995997 type=""audio/mpeg""></audio><br>

maquillaje
"
"
Translate to Spanish:
to put on makeup
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/005/a_sound.MP3?1415995999 type=""audio/mpeg""></audio><br>

maquillarse
"
"
Translate to Spanish:
to promise
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/006/a_sound.MP3?1415996000 type=""audio/mpeg""></audio><br>

prometer
"
"
Translate to Spanish:
promise
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/007/a_sound.MP3?1415996001 type=""audio/mpeg""></audio><br>

una promesa
"
"
Translate to Spanish:
commitment
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/008/a_sound.MP3?1415996001 type=""audio/mpeg""></audio><br>

un compromiso
"
"
Translate to Spanish:
to prefer
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/009/a_sound.MP3?1415996002 type=""audio/mpeg""></audio><br>

preferir
"
"
Translate to Spanish:
to measure
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/010/a_sound.MP3?1415996003 type=""audio/mpeg""></audio><br>

medir
"
"
Translate to Spanish:
to weigh
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/011/a_sound.MP3?1415996004 type=""audio/mpeg""></audio><br>

pesar
"
"
Translate to Spanish:
to lift
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/012/a_sound.MP3?1415996005 type=""audio/mpeg""></audio><br>

levantar
"
"
Translate to Spanish:
to take (a long time), to delay
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/013/a_sound.MP3?1415996006 type=""audio/mpeg""></audio><br>

tardar (mucho tiempo)
"
"
Translate to Spanish:
to last
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/014/a_sound.MP3?1415996006 type=""audio/mpeg""></audio><br>

durar
"
"
Translate to Spanish:
to keep (something)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/015/a_sound.MP3?1415996007 type=""audio/mpeg""></audio><br>

guardar (algo)
"
"
Translate to Spanish:
to get hurt, to injure
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/016/a_sound.MP3?1415996009 type=""audio/mpeg""></audio><br>

lastimarse
"
"
Translate to Spanish:
to hate
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/017/a_sound.MP3?1415996009 type=""audio/mpeg""></audio><br>

odiar
"
"
Translate to Spanish:
to thank, to give thanks (for)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/018/a_sound.MP3?1415996010 type=""audio/mpeg""></audio><br>

agradecer
"
"
Translate to Spanish:
to chase
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/019/a_sound.MP3?1415996012 type=""audio/mpeg""></audio><br>

perseguir
"
"
Translate to Spanish:
to finish (doing something)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/020/a_sound.MP3?1415996013 type=""audio/mpeg""></audio><br>

terminar de (hacer algo)
"
"
Translate to Spanish:
to find out
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/021/a_sound.MP3?1415996014 type=""audio/mpeg""></audio><br>

enterarse de
"
"
Translate to Spanish:
to figure out
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/022/a_sound.MP3?1415996015 type=""audio/mpeg""></audio><br>

averiguar
"
"
Translate to Spanish:
to fill
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/023/a_sound.MP3?1415996016 type=""audio/mpeg""></audio><br>

llenar
"
"
Translate to Spanish:
to fall
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/024/a_sound.MP3?1415996017 type=""audio/mpeg""></audio><br>

caer(se)
"
