"
Translate to Spanish:
all
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/182/a_sound.MP3?1415995016 type=""audio/mpeg""></audio><br>

todos
"
"
Translate to Spanish:
everyone
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/183/a_sound.MP3?1415995017 type=""audio/mpeg""></audio><br>

todos
"
"
Translate to Spanish:
someone
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/184/a_sound.MP3?1415995019 type=""audio/mpeg""></audio><br>

alguien
"
"
Translate to Spanish:
anyone
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/185/a_sound.MP3?1415995020 type=""audio/mpeg""></audio><br>

quienquiera, cualquiera
(note: Cualquiera mainly means ""whichever"" but can sometimes be used to mean ""whomever"", or ""anyone"")
"
"
Translate to Spanish:
nobody, no one
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/186/a_sound.MP3?1415995021 type=""audio/mpeg""></audio><br>

nadie
"
"
Translate to Spanish:
something
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/187/a_sound.MP3?1415995023 type=""audio/mpeg""></audio><br>

algo
"
"
Translate to Spanish:
some
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/188/a_sound.MP3?1415995024 type=""audio/mpeg""></audio><br>

algún, alguno
"
"
Translate to Spanish:
any
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/189/a_sound.MP3?1415995025 type=""audio/mpeg""></audio><br>

cualquier
"
"
Translate to Spanish:
none, not any
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/190/a_sound.MP3?1415995027 type=""audio/mpeg""></audio><br>

ningún, ninguno
"
"
Translate to Spanish:
either
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/191/a_sound.MP3?1415995027 type=""audio/mpeg""></audio><br>

cualquiera (de los dos)
"
"
Translate to Spanish:
somewhere
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/192/a_sound.MP3?1415995030 type=""audio/mpeg""></audio><br>

en algún lado
"
"
Translate to Spanish:
nowhere
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/194/a_sound.MP3?1415995032 type=""audio/mpeg""></audio><br>

por ningún lado
"
"
Translate to Spanish:
most (of)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/195/a_sound.MP3?1415995033 type=""audio/mpeg""></audio><br>

la mayoría de
"
"
Translate to Spanish:
a few
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/196/a_sound.MP3?1415995034 type=""audio/mpeg""></audio><br>

unos pocos
"
"
Translate to Spanish:
anywhere
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/193/a_sound.MP3?1415995031 type=""audio/mpeg""></audio><br>

en cualquier lugar
"
"
Translate to Spanish:
to fight
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/197/a_sound.MP3?1415995035 type=""audio/mpeg""></audio><br>

pelear, luchar
"
"
Translate to Spanish:
a fight, a struggle
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/198/a_sound.MP3?1415995036 type=""audio/mpeg""></audio><br>

una pelea, una lucha
"
"
Translate to Spanish:
airplane
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/199/a_sound.MP3?1415995037 type=""audio/mpeg""></audio><br>

el avión
"
"
Translate to Spanish:
to fly
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/200/a_sound.MP3?1415995038 type=""audio/mpeg""></audio><br>

volar
"
"
Translate to Spanish:
airport
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/201/a_sound.MP3?1415995039 type=""audio/mpeg""></audio><br>

el aeropuerto
"
"
Translate to Spanish:
flight
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/202/a_sound.MP3?1415995039 type=""audio/mpeg""></audio><br>

el vuelo
"
"
Translate to Spanish:
luggage, baggage
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/203/a_sound.MP3?1415995041 type=""audio/mpeg""></audio><br>

el equipaje
"
"
Translate to Spanish:
bag
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/204/a_sound.MP3?1415995042 type=""audio/mpeg""></audio><br>

la bolsa
"
"
Translate to Spanish:
suitcase
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/205/a_sound.MP3?1415995042 type=""audio/mpeg""></audio><br>

la maleta
"
"
Translate to Spanish:
backpack, bag
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/206/a_sound.MP3?1415995044 type=""audio/mpeg""></audio><br>

el morral, la mochila
"
"
Translate to Spanish:
purse, pocketbook
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/207/a_sound.MP3?1415995045 type=""audio/mpeg""></audio><br>

la cartera
"
"
Translate to Spanish:
to travel
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/208/a_sound.MP3?1415995046 type=""audio/mpeg""></audio><br>

viajar
"
"
Translate to Spanish:
trip, journey
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/209/a_sound.MP3?1415995047 type=""audio/mpeg""></audio><br>

el viaje
"
"
Translate to Spanish:
vacation
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/210/a_sound.MP3?1415995048 type=""audio/mpeg""></audio><br>

vacaciones
"
"
Translate to Spanish:
business trip
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/211/a_sound.MP3?1415995050 type=""audio/mpeg""></audio><br>

viaje de negocios
"
"
Translate to Spanish:
passport
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/212/a_sound.MP3?1415995051 type=""audio/mpeg""></audio><br>

el pasaporte
"
"
Translate to Spanish:
visa
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/213/a_sound.MP3?1415995052 type=""audio/mpeg""></audio><br>

visa
"
"
Translate to Spanish:
customs
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/214/a_sound.MP3?1415995053 type=""audio/mpeg""></audio><br>

la aduana
"
"
Translate to Spanish:
custom
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/215/a_sound.MP3?1415995055 type=""audio/mpeg""></audio><br>

 la costumbre
"
"
Translate to Spanish:
agent
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/216/a_sound.MP3?1415995056 type=""audio/mpeg""></audio><br>

el agente
"
"
Translate to Spanish:
again
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/217/a_sound.MP3?1415995058 type=""audio/mpeg""></audio><br>

de nuevo, otra vez
"
"
Translate to Spanish:
adorable
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/218/a_sound.MP3?1415995059 type=""audio/mpeg""></audio><br>

adorable
"
"
Translate to Spanish:
actor
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/219/a_sound.MP3?1415995061 type=""audio/mpeg""></audio><br>

el actor
"
"
Translate to Spanish:
actress
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/220/a_sound.MP3?1415995062 type=""audio/mpeg""></audio><br>

la actriz
"
"
Translate to Spanish:
account, bill, check
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/221/a_sound.MP3?1415995063 type=""audio/mpeg""></audio><br>

la cuenta
"
"
Translate to Spanish:
about (approximately)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/222/a_sound.MP3?1415995064 type=""audio/mpeg""></audio><br>

más o menos (aproximadamente)
"
"
Translate to Spanish:
shower
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/223/a_sound.MP3?1415995065 type=""audio/mpeg""></audio><br>

la ducha
"
"
Translate to Spanish:
soap
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/224/a_sound.MP3?1415995066 type=""audio/mpeg""></audio><br>

el jabón
"
"
Translate to Spanish:
shampoo
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/225/a_sound.MP3?1415995070 type=""audio/mpeg""></audio><br>

el champú
"
