"
Conjugate in the future tense.
ser
to be
","
ser
(future tense)
yo seré
tú serás
él, ella, Ud. será
nosotros seremos
vosotros seréis
ellos, Uds. serán
"
"
Conjugate in the future tense.
hablar
to speak
","
hablar
(future tense)
yo hablaré
tú hablarás
él, ella, Ud. hablará
nosotros hablaremos
vosotros hablaréis
ellos, Uds. hablarán
"
"
Conjugate in the future tense.
gustar
to like (intr.), to please
","
gustar
(future tense)
(a mí) me gustará
(a tí) te gustará
(a él, ella, Ud.) le gustará
(a nosotros) nos gustará
(a vosotros) os gustará
(a ellos, Uds.) les gustará
Note that the conjugation of gustar depends on the quantity of what is being liked, not who is doing the liking.
Ex. We will like the book. Nos gustará el libro.
I will like the books. Me gustarán los libros.
"
"
Conjugate in the future tense.
estar
to be
","
estar
(future tense)
yo estaré
tú estarás
él, ella, Ud. estará
nosotros estaremos
vosotros estaréis
ellos, Uds. estarán
"
"
Conjugate in the future tense.
salir
to go out
","
salir
(future tense)
yo saldré
tú saldrás
él, ella, Ud. saldrá
nosotros saldremos
vosotros saldréis
ellos, Uds. saldrán
"
"
Conjugate in the future tense.
creer
to believe
","
creer
(future tense)
yo creeré
tú creerás
él, ella, Ud. creerá
nosotros creeremos
vosotros creeréis
ellos, Uds. creerán
"
"
Conjugate in the future tense.
oír
to hear
","
oír
(future tense)
yo oiré
tú oirás
él, ella, Ud. oirá
nosotros oiremos
vosotros oiréis
ellos, Uds. oirán
"
"
Conjugate in the future tense.
llevar
to carry, to wear
","
llevar
(future tense)
yo llevaré
tú llevarás
él, ella, Ud. llevará
nosotros llevaremos
vosotros llevaréis
ellos, Uds. llevarán
"
"
Conjugate in the future tense.
escribir
to write
","
escribir
(future tense)
yo escribiré
tú escribirás
él, ella, Ud. escribirá
nosotros escribiremos
vosotros escribiréis
ellos, Uds. escribirán
"
"
Conjugate in the future tense.
comenzar
to begin
","
comenzar
(future tense)
yo comenzaré
tú comenzarás
él, ella, Ud. comenzará
nosotros comenzaremos
vosotros comenzaréis
ellos, Uds. comenzarán
"
