"
Conjugate in the preterite.
ser
to be
","
ser
(preterite tense)
yo fui
tú fuiste
él, ella, Ud. fue
nosotros fuimos
vosotros fuisteis
ellos, Uds. fueron
"
"
Conjugate in the preterite.
hablar
to speak
","
hablar
(preterite tense)
yo hablé
tú hablaste
él, ella, Ud. habló
nosotros hablamos
vosotros hablasteis
ellos, Uds. hablaron
"
"
Conjugate in the preterite.
gustar
to like (intr.), to please
","
gustar
(preterite tense)
(a mí) me gustó
(a tí) te gustó
(a él, ella, Ud.) le gustó
(a nosotros) nos gustó
(a vosotros) os gustó
(a ellos, Uds.) les gustó
Note that the conjugation of gustar depends on the quantity of what is being liked, not who is doing the liking.
Ex. We liked the book. Nos gustó el libro.
I liked the books. Me gustaron los libros.
"
"
Conjugate in the preterite.
estar
to be
","
estar
(preterite tense)
yo estuve
tú estuviste
él, ella, Ud. estuvo
nosotros estuvimos
vosotros estuvisteis
ellos, Uds. estuvieron
"
"
Conjugate in the preterite.
salir
to go out
","
salir
(preterite tense)
yo salí
tú saliste
él, ella, Ud. salió
nosotros salimos
vosotros salisteis
ellos, Uds. salieron
"
"
Conjugate in the preterite.
creer
to believe
","
creer
(preterite tense)
yo creí
tú creíste
él, ella, Ud. creyó
nosotros creímos
vosotros creísteis
ellos, Uds. creyeron
"
"
Conjugate in the preterite.
oír
to hear
","
oír
(preterite tense)
yo oí
tú oíste
él, ella, Ud. oyó
nosotros oímos
vosotros oísteis
ellos, Uds. oyeron
"
"
Conjugate in the preterite.
llevar
to carry, to wear
","
llevar
(preterite tense)
yo llevé
tú llevaste
él, ella, Ud. llevó
nosotros llevamos
vosotros llevasteis
ellos, Uds. llevaron
"
"
Conjugate in the preterite.
escribir
to write
","
escribir
(preterite tense)
yo escribí
tú escribiste
él, ella, Ud. escribió
nosotros escribimos
vosotros escribisteis
ellos, Uds. escribieron
"
"
Conjugate in the preterite.
comenzar
to begin
","
comenzar
(preterite tense)
yo comencé
tú comenzaste
él, ella, Ud. comenzó
nosotros comenzamos
vosotros comenzasteis
ellos, Uds. comenzaron
"
"
Conjugate in the preterite.
conocer
to know
","
conocer
(preterite tense)
yo conocí
tú conociste
él, ella, Ud. conoció
nosotros conocimos
vosotros conocisteis
ellos, Uds. conocieron
"
"
Conjugate in the preterite.
venir
to come
","
venir
(preterite tense)
yo vine
tú viniste
él, ella, Ud. vino
nosotros vinimos
vosotros vinisteis
ellos, Uds. vinieron
"
"
Conjugate in the preterite.
leer
to read
","
leer
(preterite tense)
yo leí
tú leíste
él, ella, Ud. leyó
nosotros leímos
vosotros leísteis
ellos, Uds. leyeron
"
"
Conjugate in the preterite.
conducir
to drive
","
conducir
(preterite tense)
yo conduje
tú condujiste
él, ella, Ud. condujo
nosotros condujimos
vosotros condujisteis
ellos, Uds. condujeron
"
"
Conjugate in the preterite.
ver
to see
","
ver
(preterite tense)
yo vi
tú viste
él, ella, Ud. vio
nosotros vimos
vosotros visteis
ellos, Uds. vieron
"
"
Conjugate in the preterite.
volver
to return
","
volver
(preterite tense)
yo volví
tú volviste
él, ella, Ud. volvió
nosotros volvimos
vosotros volvisteis
ellos, Uds. volvieron
"
"
Conjugate in the preterite.
vivir
to live
","
vivir
(preterite tense)
yo viví
tú viviste
él, ella, Ud. vivió
nosotros vivimos
vosotros vivisteis
ellos, Uds. vivieron
"
"
Conjugate in the preterite.
tomar
to take
","
tomar
(preterite tense)
yo tomé
tú tomaste
él, ella, Ud. tomó
nosotros tomamos
vosotros tomasteis
ellos, Uds. tomaron
"
