"
Translate to Spanish:
Excuse me
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/779/a_sound.MP3?1415994532 type=""audio/mpeg""></audio><br>

Perdón, Con permiso
"
"
Translate to Spanish:
each
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/780/a_sound.MP3?1415994533 type=""audio/mpeg""></audio><br>

cada
"
"
Translate to Spanish:
to teach
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/781/a_sound.MP3?1415994534 type=""audio/mpeg""></audio><br>

enseñar
"
"
Translate to Spanish:
to study
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/782/a_sound.MP3?1415994536 type=""audio/mpeg""></audio><br>

estudiar
"
"
Translate to Spanish:
to call
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/783/a_sound.MP3?1415994537 type=""audio/mpeg""></audio><br>

llamar
"
"
Translate to Spanish:
photograph, picture
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/784/a_sound.MP3?1415994540 type=""audio/mpeg""></audio><br>

la foto
"
"
Translate to Spanish:
person
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/785/a_sound.MP3?1415994541 type=""audio/mpeg""></audio><br>

una persona
"
"
Translate to Spanish:
the people
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/786/a_sound.MP3?1415994541 type=""audio/mpeg""></audio><br>

la gente, las personas
"
"
Translate to Spanish:
friendly
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/787/a_sound.MP3?1415994544 type=""audio/mpeg""></audio><br>

simpático
"
"
Translate to Spanish:
unfriendly
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/788/a_sound.MP3?1415994545 type=""audio/mpeg""></audio><br>

antipático
"
"
Translate to Spanish:
music
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/789/a_sound.MP3?1415994545 type=""audio/mpeg""></audio><br>

la música
"
"
Translate to Spanish:
married
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/790/a_sound.MP3?1415994547 type=""audio/mpeg""></audio><br>

casado
"
"
Translate to Spanish:
We're married
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/791/a_sound.MP3?1415994548 type=""audio/mpeg""></audio><br>

Estamos casados
"
"
Translate to Spanish:
I love you (casual)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/792/a_sound.MP3?1415994550 type=""audio/mpeg""></audio><br>

Te quiero
"
"
Translate to Spanish:
I love you (romantic)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/793/a_sound.MP3?1415994551 type=""audio/mpeg""></audio><br>

Te amo
"
"
Translate to Spanish:
single (unmarried)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/794/a_sound.MP3?1415994552 type=""audio/mpeg""></audio><br>

soltero
"
"
Translate to Spanish:
I have two sisters
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/795/a_sound.MP3?1415994553 type=""audio/mpeg""></audio><br>

Tengo dos hermanas
"
"
Translate to Spanish:
I have no siblings
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/796/a_sound.MP3?1415994554 type=""audio/mpeg""></audio><br>

No tengo hermanos
"
