"
Translate to Spanish:
to spend (time)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/781/a_sound.MP3?1415995756 type=""audio/mpeg""></audio><br>

pasar (tiempo)
"
"
Translate to Spanish:
to spend (money)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/782/a_sound.MP3?1415995757 type=""audio/mpeg""></audio><br>

gastar (dinero)
"
"
Translate to Spanish:
to waste
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/783/a_sound.MP3?1415995758 type=""audio/mpeg""></audio><br>

desperdiciar, malgastar
"
"
Translate to Spanish:
waste (noun)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/784/a_sound.MP3?1415995759 type=""audio/mpeg""></audio><br>

el desperdicio, el desecho, los residuos
"
"
Translate to Spanish:
to show
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/785/a_sound.MP3?1415995761 type=""audio/mpeg""></audio><br>

mostrar
"
"
Translate to Spanish:
to sell
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/786/a_sound.MP3?1415995761 type=""audio/mpeg""></audio><br>

vender
"
"
Translate to Spanish:
company, firm, business
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/787/a_sound.MP3?1415995763 type=""audio/mpeg""></audio><br>

la empresa, la compañía
"
"
Translate to Spanish:
revenues
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/788/a_sound.MP3?1415995764 type=""audio/mpeg""></audio><br>

los ingresos
"
"
Translate to Spanish:
expenses
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/789/a_sound.MP3?1415995764 type=""audio/mpeg""></audio><br>

los gastos
"
"
Translate to Spanish:
profit
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/790/a_sound.MP3?1415995766 type=""audio/mpeg""></audio><br>

las ganancias, el beneficio neto
"
"
Translate to Spanish:
losses
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/791/a_sound.MP3?1415995767 type=""audio/mpeg""></audio><br>

las pérdidas
"
"
Translate to Spanish:
profitable
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/792/a_sound.MP3?1415995768 type=""audio/mpeg""></audio><br>

rentable
"
"
Translate to Spanish:
taxes
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/793/a_sound.MP3?1415995769 type=""audio/mpeg""></audio><br>

los impuestos
"
"
Translate to Spanish:
office
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/794/a_sound.MP3?1415995770 type=""audio/mpeg""></audio><br>

la oficina
"
"
Translate to Spanish:
desk
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/795/a_sound.MP3?1415995770 type=""audio/mpeg""></audio><br>

el escritorio
"
"
Translate to Spanish:
meeting
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/796/a_sound.MP3?1415995772 type=""audio/mpeg""></audio><br>

la reunión, la junta
"
"
Translate to Spanish:
to manage
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/797/a_sound.MP3?1415995773 type=""audio/mpeg""></audio><br>

manejar (una empresa, un proyecto)
"
"
Translate to Spanish:
manager, boss
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/798/a_sound.MP3?1415995775 type=""audio/mpeg""></audio><br>

el gerente, el jefe
"
