"
Conjugate in the present of the subjunctive.
ser
to be
","
ser
(present subjunctive)
yo sea
tú seas
él, ella, Ud. sea
nosotros seamos
vosotros seáis
ellos, Uds. sean
"
"
Conjugate in the present of the subjunctive.
hablar
to speak
","
hablar
(present subjunctive)
yo hable
tú hables
él, ella, Ud. hable
nosotros hablemos
vosotros habléis
ellos, Uds. hablen
"
"
Conjugate in the present of the subjunctive.
gustar
to like (intr.), to please
","
gustar
(present subjunctive)
(a mí) me guste
(a tí) te guste
(a él, ella, Ud.) le guste
(a nosotros) nos guste
(a vosotros) os guste
(a ellos, Uds.) les guste
Note that the conjugation of gustar depends on the quantity of what is being liked, not who is doing the liking.
Ex. ...that we like the book. ...que nos guste el libro.
...that I like the books. ...que me gusten los libros.
"
"
Conjugate in the present of the subjunctive.
estar
to be
","
estar
(present subjunctive)
yo esté
tú estés
él, ella, Ud. esté
nosotros estemos
vosotros estéis
ellos, Uds. estén
"
"
Conjugate in the present of the subjunctive.
salir
to go out
","
salir
(present subjunctive)
yo salga
tú salgas
él, ella, Ud. salga
nosotros salgamos
vosotros salgáis
ellos, Uds. salgan
"
"
Conjugate in the present of the subjunctive.
creer
to believe
","
creer
(present subjunctive)
yo crea
tú creas
él, ella, Ud. crea
nosotros creamos
vosotros creáis
ellos, Uds. crean
"
"
Conjugate in the present of the subjunctive.
oír
to hear
","
oír
(present subjunctive)
yo oiga
tú oigas
él, ella, Ud. oiga
nosotros oigamos
vosotros oigáis
ellos, Uds. oigan
"
"
Conjugate in the present of the subjunctive.
llevar
to carry, to wear
","
llevar
(present subjunctive)
yo lleve
tú lleves
él, ella, Ud. lleve
nosotros llevemos
vosotros llevéis
ellos, Uds. lleven
"
"
Conjugate in the present of the subjunctive.
escribir
to write
","
escribir
(present subjunctive)
yo escriba
tú escribas
él, ella, Ud. escriba
nosotros escribamos
vosotros escribáis
ellos, Uds. escriban
"
"
Conjugate in the present of the subjunctive.
comenzar
to begin
","
comenzar
(present subjunctive)
yo comience
tú comiences
él, ella, Ud. comience
nosotros comencemos
vosotros comencéis
ellos, Uds. comiencen
"
"
Conjugate in the present of the subjunctive.
conocer
to know
","
conocer
(present subjunctive)
yo conozca
tú conozcas
él, ella, Ud. conozca
nosotros conozcamos
vosotros conozcáis
ellos, Uds. conozcan
"
"
Conjugate in the present of the subjunctive.
venir
to come
","
venir
(present subjunctive)
yo venga
tú vengas
él, ella, Ud. venga
nosotros vengamos
vosotros vengáis
ellos, Uds. vengan
"
"
Conjugate in the present of the subjunctive.
leer
to read
","
leer
(present subjunctive)
yo lea
tú leas
él, ella, Ud. lea
nosotros leamos
vosotros leáis
ellos, Uds. lean
"
"
Conjugate in the present of the subjunctive.
conducir
to drive
","
conducir
(present subjunctive)
yo conduzca
tú conduzcas
él, ella, Ud. conduzca
nosotros conduzcamos
vosotros conduzcáis
ellos, Uds. conduzcan
"
"
Conjugate in the present of the subjunctive.
ver
to see
","
ver
(present subjunctive)
yo vea
tú veas
él, ella, Ud. vea
nosotros veamos
vosotros veáis
ellos, Uds. vean
"
"
Conjugate in the present of the subjunctive.
volver
to return
","
volver
(present subjunctive)
yo vuelva
tú vuelvas
él, ella, Ud. vuelva
nosotros volvamos
vosotros volváis
ellos, Uds. vuelvan
"
"
Conjugate in the present of the subjunctive.
vivir
to live
","
vivir
(present subjunctive)
yo viva
tú vivas
él, ella, Ud. viva
nosotros vivamos
vosotros viváis
ellos, Uds. vivan
"
"
Conjugate in the present of the subjunctive.
tomar
to take
","
tomar
(present subjunctive)
yo tome
tú tomes
él, ella, Ud. tome
nosotros tomemos
vosotros toméis
ellos, Uds. tomen
"
"
Conjugate in the present of the subjunctive.
dar
to give
","
dar
(present subjunctive)
yo dé
tú des
él, ella, Ud. dé
nosotros demos
vosotros deis
ellos, Uds. den
"
"
Conjugate in the present of the subjunctive.
comprar
to buy
","
comprar
(present subjunctive)
yo compre
tú compres
él, ella, Ud. compre
nosotros compremos
vosotros compréis
ellos, Uds. compren
"
"
Conjugate in the present of the subjunctive.
estudiar
to study
","
estudiar
(present subjunctive)
yo estudie
tú estudies
él, ella, Ud. estudie
nosotros estudiemos
vosotros estudiéis
ellos, Uds. estudien
"
"
Conjugate in the present of the subjunctive.
construir
to build
","
construir
(present subjunctive)
yo construya
tú construyas
él, ella, Ud. construya
nosotros construyamos
vosotros construyáis
ellos, Uds. construyan
"
"
Conjugate in the present of the subjunctive.
decir
to say, to tell
","
decir
(present subjunctive)
yo diga
tú digas
él, ella, Ud. diga
nosotros digamos
vosotros digáis
ellos, Uds. digan
"
"
Conjugate in the present of the subjunctive.
perder
to lose
","
perder
(present subjunctive)
yo pierda
tú pierdas
él, ella, Ud. pierda
nosotros perdamos
vosotros perdáis
ellos, Uds. pierdan
"
"
Conjugate in the present of the subjunctive.
querer
to want, to love
","
querer
(present subjunctive)
yo quiera
tú quieras
él, ella, Ud. quiera
nosotros queramos
vosotros queráis
ellos, Uds. quieran
"
"
Conjugate in the present of the subjunctive.
deber
to owe; must
","
deber
(present subjunctive)
yo deba
tú debas
él, ella, Ud. deba
nosotros debamos
vosotros debáis
ellos, Uds. deban
"
"
Conjugate in the present of the subjunctive.
poder
to be able to
","
poder
(present subjunctive)
yo pueda
tú puedas
él, ella, Ud. pueda
nosotros podamos
vosotros podáis
ellos, Uds. puedan
"
"
Conjugate in the present of the subjunctive.
dormir
to sleep
","
dormir
(present subjunctive)
yo duerma
tú duermas
él, ella, Ud. duerma
nosotros durmamos
vosotros durmáis
ellos, Uds. duerman
"
"
Conjugate in the present of the subjunctive.
contar
to count
","
contar
(present subjunctive)
yo cuente
tú cuentes
él, ella, Ud. cuente
nosotros contemos
vosotros contéis
ellos, Uds. cuenten
"
"
Conjugate in the present of the subjunctive.
pagar
to pay
","
pagar
(present subjunctive)
yo pague
tú pagues
él, ella, Ud. pague
nosotros paguemos
vosotros paguéis
ellos, Uds. paguen
"
"
Conjugate in the present of the subjunctive.
aprender
to learn
","
aprender
(present subjunctive)
yo aprenda
tú aprendas
él, ella, Ud. aprenda
nosotros aprendamos
vosotros aprendáis
ellos, Uds. aprendan
"
"
Conjugate in the present of the subjunctive.
hacer
to do, to make
","
hacer
(present subjunctive)
yo haga
tú hagas
él, ella, Ud. haga
nosotros hagamos
vosotros hagáis
ellos, Uds. hagan
"
"
Conjugate in the present of the subjunctive.
pensar
to think
","
pensar
(present subjunctive)
yo piense
tú pienses
él, ella, Ud. piense
nosotros pensemos
vosotros penséis
ellos, Uds. piensen
"
"
Conjugate in the present of the subjunctive.
traer
to bring
","
traer
(present subjunctive)
yo traiga
tú traigas
él, ella, Ud. traiga
nosotros traigamos
vosotros traigáis
ellos, Uds. traigan
"
"
Conjugate in the present of the subjunctive.
entrar
to enter
","
entrar
(present subjunctive)
yo entre
tú entres
él, ella, Ud. entre
nosotros entremos
vosotros entréis
ellos, Uds. entren
"
"
Conjugate in the present of the subjunctive.
saber
to know
","
saber
(present subjunctive)
yo sepa
tú sepas
él, ella, Ud. sepa
nosotros sepamos
vosotros sepáis
ellos, Uds. sepan
"
"
Conjugate in the present of the subjunctive.
cantar
to sing
","
cantar
(present subjunctive)
yo cante
tú cantes
él, ella, Ud. cante
nosotros cantemos
vosotros cantéis
ellos, Uds. canten
"
"
Conjugate in the present of the subjunctive.
tener
to have
","
tener
(present subjunctive)
yo tenga
tú tengas
él, ella, Ud. tenga
nosotros tengamos
vosotros tengáis
ellos, Uds. tengan
"
"
Conjugate in the present of the subjunctive.
mirar
to watch
","
mirar
(present subjunctive)
yo mire
tú mires
él, ella, Ud. mire
nosotros miremos
vosotros miréis
ellos, Uds. miren
"
"
Conjugate in the present of the subjunctive.
bañar
to bathe
","
bañar
(present subjunctive)
yo bañe
tú bañes
él, ella, Ud. bañe
nosotros bañemos
vosotros bañéis
ellos, Uds. bañen
"
"
Conjugate in the present of the subjunctive.
llamar
to call
","
llamar
(present subjunctive)
yo llame
tú llames
él, ella, Ud. llame
nosotros llamemos
vosotros llaméis
ellos, Uds. llamen
"
"
Conjugate in the present of the subjunctive.
divertirse
to have fun
","
divertirse
(present subjunctive)
yo me divierta
tú te diviertas
él, ella, Ud. se divierta
nosotros nos divirtamos
vosotros os divirtáis
ellos, Uds. se diviertan
"
"
Conjugate in the present of the subjunctive.
entender
to understand
","
entender
(present subjunctive)
yo entienda
tú entiendas
él, ella, Ud. entienda
nosotros entendamos
vosotros entendáis
ellos, Uds. entiendan
"
"
Conjugate in the present of the subjunctive.
comer
to eat
","
comer
(present subjunctive)
yo coma
tú comas
él, ella, Ud. coma
nosotros comamos
vosotros comáis
ellos, Uds. coman
"
"
Conjugate in the present of the subjunctive.
sentirse
to feel
","
sentirse
(present subjunctive)
yo me sienta
tú te sientas
él, ella, Ud. se sienta
nosotros nos sintamos
vosotros os sintáis
ellos, Uds. se sientan
"
"
Conjugate in the present of the subjunctive.
ir
to go
","
ir
(present subjunctive)
yo vaya
tú vayas
él, ella, Ud. vaya
nosotros vayamos
vosotros vayáis
ellos, Uds. vayan
"
"
Conjugate in the present of the subjunctive.
jugar
to play
","
jugar
(present subjunctive)
yo juegue
tú juegues
él, ella, Ud. juegue
nosotros juguemos
vosotros juguéis
ellos, Uds. jueguen
"
"
Conjugate in the present of the subjunctive.
beber
to drink
","
beber
(present subjunctive)
yo beba
tú bebas
él, ella, Ud. beba
nosotros bebamos
vosotros bebáis
ellos, Uds. beban
"
"
Conjugate in the present of the subjunctive.
poner
to put
","
poner
(present subjunctive)
yo ponga
tú pongas
él, ella, Ud. ponga
nosotros pongamos
vosotros pongáis
ellos, Uds. pongan
"
"
Conjugate in the present of the subjunctive.
haber
(impersonal aux. Verb)
","
haber
(present subjunctive)
yo haya
tú hayas
él, ella, Ud. haya
nosotros hayamos
vosotros hayáis
ellos, Uds. hayan
"
"
Conjugate in the present of the subjunctive.
recordar
to remember
","
recordar
(present subjunctive)
yo recuerde
tú recuerdes
él, ella, Ud. recuerde
nosotros recordemos
vosotros recordéis
ellos, Uds. recuerden
"
"
Conjugate in the present of the subjunctive.
llover
to rain
","
llover
(present subjunctive)
yo --
tú --
él, ella, Ud. llueva
nosotros --
vosotros --
ellos, Uds. --
"
"
Conjugate in the present of the subjunctive.
mover
to move
","
mover
(present subjunctive)
yo mueva
tú muevas
él, ella, Ud. mueva
nosotros movamos
vosotros mováis
ellos, Uds. muevan
"
"
Conjugate in the present of the subjunctive.
buscar
to look for
","
buscar
(present subjunctive)
yo busque
tú busques
él, ella, Ud. busque
nosotros busquemos
vosotros busquéis
ellos, Uds. busquen
"
"
Conjugate in the present of the subjunctive.
pasar
to pass
","
pasar
(present subjunctive)
yo pase
tú pases
él, ella, Ud. pase
nosotros pasemos
vosotros paséis
ellos, Uds. pasen
"
"
Conjugate in the present of the subjunctive.
esperar
to wait (for)
","
esperar
(present subjunctive)
yo espere
tú esperes
él, ella, Ud. espere
nosotros esperemos
vosotros esperéis
ellos, Uds. esperen
"
"
Conjugate in the present of the subjunctive.
trabajar
to work
","
trabajar
(present subjunctive)
yo trabaje
tú trabajes
él, ella, Ud. trabaje
nosotros trabajemos
vosotros trabajéis
ellos, Uds. trabajen
"
"
Conjugate in the present of the subjunctive.
llegar
to arrive
","
llegar
(present subjunctive)
yo llegue
tú llegues
él, ella, Ud. llegue
nosotros lleguemos
vosotros lleguéis
ellos, Uds. lleguen
"
