"
Translate to Spanish:
to sign
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/750/a_sound.MP3?1415997590 type=""audio/mpeg""></audio><br>

firmar
"
"
Translate to Spanish:
signature
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/751/a_sound.MP3?1415997591 type=""audio/mpeg""></audio><br>

una firma
"
"
Translate to Spanish:
to push, to shove
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/752/a_sound.MP3?1415997592 type=""audio/mpeg""></audio><br>

empujar
"
"
Translate to Spanish:
to pull
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/753/a_sound.MP3?1415997593 type=""audio/mpeg""></audio><br>

tirar de, jalar
"
"
Translate to Spanish:
to throw
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/754/a_sound.MP3?1415997594 type=""audio/mpeg""></audio><br>

lanzar, tirar
"
"
Translate to Spanish:
to throw out
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/755/a_sound.MP3?1415997596 type=""audio/mpeg""></audio><br>

botar
"
"
Translate to Spanish:
credit
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/756/a_sound.MP3?1415997596 type=""audio/mpeg""></audio><br>

el crédito
"
"
Translate to Spanish:
debt
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/757/a_sound.MP3?1415997597 type=""audio/mpeg""></audio><br>

la deuda
"
"
Translate to Spanish:
to have to (leave)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/758/a_sound.MP3?1415997599 type=""audio/mpeg""></audio><br>

tener que (irse)
"
"
Translate to Spanish:
to owe (money)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/759/a_sound.MP3?1415997600 type=""audio/mpeg""></audio><br>

deber (dinero)
"
"
Translate to Spanish:
must
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/760/a_sound.MP3?1415997601 type=""audio/mpeg""></audio><br>

deber
"
"
Translate to Spanish:
should
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/761/a_sound.MP3?1415997603 type=""audio/mpeg""></audio><br>

debería, deberíamos, etc.
"
"
Translate to Spanish:
to make fun of, to tease, to mock
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/762/a_sound.MP3?1415997603 type=""audio/mpeg""></audio><br>

burlarse de
"
"
Translate to Spanish:
to insult
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/763/a_sound.MP3?1415997604 type=""audio/mpeg""></audio><br>

insultar
"
"
Translate to Spanish:
an insult
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/764/a_sound.MP3?1415997606 type=""audio/mpeg""></audio><br>

un insulto
"
"
Translate to Spanish:
to offend
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/765/a_sound.MP3?1415997607 type=""audio/mpeg""></audio><br>

ofender
"
"
Translate to Spanish:
offended
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/766/a_sound.MP3?1415997607 type=""audio/mpeg""></audio><br>

ofendido
"
"
Translate to Spanish:
to lend
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/767/a_sound.MP3?1415997609 type=""audio/mpeg""></audio><br>

prestar
"
"
Translate to Spanish:
a loan
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/768/a_sound.MP3?1415997610 type=""audio/mpeg""></audio><br>

un préstamo
"
"
Translate to Spanish:
to borrow
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/769/a_sound.MP3?1415997610 type=""audio/mpeg""></audio><br>

pedir prestado
"
"
Translate to Spanish:
to interrupt
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/770/a_sound.MP3?1415997612 type=""audio/mpeg""></audio><br>

interrumpir
"
"
Translate to Spanish:
to inform
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/045/771/a_sound.MP3?1415997613 type=""audio/mpeg""></audio><br>

informar
"
