"
Translate to Spanish:
divorced
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/579/a_sound.MP3?1415996211 type=""audio/mpeg""></audio><br>

divorciado
"
"
Translate to Spanish:
drugs
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/580/a_sound.MP3?1415996213 type=""audio/mpeg""></audio><br>

las drogas
"
"
Translate to Spanish:
a drug addict
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/581/a_sound.MP3?1415996214 type=""audio/mpeg""></audio><br>

un drogadicto
"
"
Translate to Spanish:
drug dealer
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/582/a_sound.MP3?1415996215 type=""audio/mpeg""></audio><br>

un narcotraficante
"
"
Translate to Spanish:
edge (of a table)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/583/a_sound.MP3?1415996217 type=""audio/mpeg""></audio><br>

el borde (de una mesa)
"
"
Translate to Spanish:
effect
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/584/a_sound.MP3?1415996218 type=""audio/mpeg""></audio><br>

el efecto
"
"
Translate to Spanish:
event
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/585/a_sound.MP3?1415996219 type=""audio/mpeg""></audio><br>

un evento
"
"
Translate to Spanish:
occasion
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/586/a_sound.MP3?1415996221 type=""audio/mpeg""></audio><br>

una ocasión
"
"
Translate to Spanish:
reception
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/587/a_sound.MP3?1415996222 type=""audio/mpeg""></audio><br>

una recepción
"
"
Translate to Spanish:
I'm fed up (with this), I'm tired (of this)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/588/a_sound.MP3?1415996223 type=""audio/mpeg""></audio><br>

Estoy harto (de esto)
"
"
Translate to Spanish:
female
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/589/a_sound.MP3?1415996226 type=""audio/mpeg""></audio><br>

una hembra
"
"
Translate to Spanish:
male
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/041/590/a_sound.MP3?1415996227 type=""audio/mpeg""></audio><br>

un macho
"
