"
Translate to Spanish:
first
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/991/a_sound.MP3?1415994806 type=""audio/mpeg""></audio><br>

primero
"
"
Translate to Spanish:
second
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/992/a_sound.MP3?1415994807 type=""audio/mpeg""></audio><br>

segundo
"
"
Translate to Spanish:
third
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/993/a_sound.MP3?1415994808 type=""audio/mpeg""></audio><br>

tercero
"
"
Translate to Spanish:
last
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/994/a_sound.MP3?1415994810 type=""audio/mpeg""></audio><br>

último, final
"
"
Translate to Spanish:
right?
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/995/a_sound.MP3?1415994810 type=""audio/mpeg""></audio><br>

¿verdad?
"
"
Translate to Spanish:
to be ready
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/996/a_sound.MP3?1415994811 type=""audio/mpeg""></audio><br>

estar listo
"
"
Translate to Spanish:
to be clever
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/997/a_sound.MP3?1415994812 type=""audio/mpeg""></audio><br>

ser listo
"
"
Translate to Spanish:
to get ready
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/998/a_sound.MP3?1415994813 type=""audio/mpeg""></audio><br>

prepararse
"
"
Translate to Spanish:
to prepare
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/039/999/a_sound.MP3?1415994813 type=""audio/mpeg""></audio><br>

preparar
"
"
Translate to Spanish:
professor
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/000/a_sound.MP3?1415994815 type=""audio/mpeg""></audio><br>

profesor
"
"
Translate to Spanish:
problem, trouble
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/001/a_sound.MP3?1415994816 type=""audio/mpeg""></audio><br>

el problema
"
"
Translate to Spanish:
present, gift
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/002/a_sound.MP3?1415994817 type=""audio/mpeg""></audio><br>

un regalo
"
"
Translate to Spanish:
kitchen
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/003/a_sound.MP3?1415994818 type=""audio/mpeg""></audio><br>

la cocina
"
"
Translate to Spanish:
table
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/004/a_sound.MP3?1415994819 type=""audio/mpeg""></audio><br>

la mesa
"
"
Translate to Spanish:
salad
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/005/a_sound.MP3?1415994820 type=""audio/mpeg""></audio><br>

la ensalada
"
"
Translate to Spanish:
soup
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/006/a_sound.MP3?1415994821 type=""audio/mpeg""></audio><br>

la sopa
"
"
Translate to Spanish:
plate, dish
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/007/a_sound.MP3?1415994822 type=""audio/mpeg""></audio><br>

un plato
"
"
Translate to Spanish:
fork
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/008/a_sound.MP3?1415994823 type=""audio/mpeg""></audio><br>

un tenedor
"
