"
Conjugate in the imperfect tense.
ser
to be
","
ser
(imperfect tense)
yo era
tú eras
él, ella, Ud. era
nosotros éramos
vosotros erais
ellos, Uds. eran
"
"
Conjugate in the imperfect tense.
hablar
to speak
","
hablar
(imperfect tense)
yo hablaba
tú hablabas
él, ella, Ud. hablaba
nosotros hablábamos
vosotros hablabais
ellos, Uds. hablaban
"
"
Conjugate in the imperfect tense.
gustar
to like (intr.), to please
","
gustar
(imperfect tense)
(a mí) me gustaba
(a tí) te gustaba
(a él, ella, Ud.) le gustaba
(a nosotros) nos gustaba
(a vosotros) os gustaba
(a ellos, Uds.) les gustaba
Note that the conjugation of gustar depends on the quantity of what is being liked, not who is doing the liking.
Ex. We liked the book. Nos gustaba el libro.
I liked the books. Me gustaban los libros.
"
"
Conjugate in the imperfect tense.
estar
to be
","
estar
(imperfect tense)
yo estaba
tú estabas
él, ella, Ud. estaba
nosotros estábamos
vosotros estabais
ellos, Uds. estaban
"
"
Conjugate in the imperfect tense.
salir
to go out
","
salir
(imperfect tense)
yo salía
tú salías
él, ella, Ud. salía
nosotros salíamos
vosotros salíais
ellos, Uds. salían
"
"
Conjugate in the imperfect tense.
creer
to believe
","
creer
(imperfect tense)
yo creía
tú creías
él, ella, Ud. creía
nosotros creíamos
vosotros creíais
ellos, Uds. creían
"
"
Conjugate in the imperfect tense.
oír
to hear
","
oír
(imperfect tense)
yo oía
tú oías
él, ella, Ud. oía
nosotros oíamos
vosotros oíais
ellos, Uds. oían
"
"
Conjugate in the imperfect tense.
llevar
to carry, to wear
","
llevar
(imperfect tense)
yo llevaba
tú llevabas
él, ella, Ud. llevaba
nosotros llevábamos
vosotros llevabais
ellos, Uds. llevaban
"
"
Conjugate in the imperfect tense.
escribir
to write
","
escribir
(imperfect tense)
yo escribía
tú escribías
él, ella, Ud. escribía
nosotros escribíamos
vosotros escribíais
ellos, Uds. escribían
"
"
Conjugate in the imperfect tense.
comenzar
to begin
","
comenzar
(imperfect tense)
yo comenzaba
tú comenzabas
él, ella, Ud. comenzaba
nosotros comenzábamos
vosotros comenzabais
ellos, Uds. comenzaban
"
"
Conjugate in the imperfect tense.
conocer
to know
","
conocer
(imperfect tense)
yo conocía
tú conocías
él, ella, Ud. conocía
nosotros conocíamos
vosotros conocíais
ellos, Uds. conocían
"
"
Conjugate in the imperfect tense.
venir
to come
","
venir
(imperfect tense)
yo venía
tú venías
él, ella, Ud. venía
nosotros veníamos
vosotros veníais
ellos, Uds. venían
"
"
Conjugate in the imperfect tense.
leer
to read
","
leer
(imperfect tense)
yo leía
tú leías
él, ella, Ud. leía
nosotros leíamos
vosotros leíais
ellos, Uds. leían
"
"
Conjugate in the imperfect tense.
conducir
to drive
","
conducir
(imperfect tense)
yo conducía
tú conducías
él, ella, Ud. conducía
nosotros conducíamos
vosotros conducíais
ellos, Uds. conducían
"
"
Conjugate in the imperfect tense.
ver
to see
","
ver
(imperfect tense)
yo veía
tú veías
él, ella, Ud. veía
nosotros veíamos
vosotros veíais
ellos, Uds. veían
"
"
Conjugate in the imperfect tense.
volver
to return
","
volver
(imperfect tense)
yo volvía
tú volvías
él, ella, Ud. volvía
nosotros volvíamos
vosotros volvíais
ellos, Uds. volvían
"
"
Conjugate in the imperfect tense.
vivir
to live
","
vivir
(imperfect tense)
yo vivía
tú vivías
él, ella, Ud. vivía
nosotros vivíamos
vosotros vivíais
ellos, Uds. vivían
"
