"
Translate to Spanish:
possible
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/389/a_sound.MP3?1415995282 type=""audio/mpeg""></audio><br>

posible
"
"
Translate to Spanish:
possibly
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/390/a_sound.MP3?1415995283 type=""audio/mpeg""></audio><br>

posiblemente
"
"
Translate to Spanish:
probably
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/391/a_sound.MP3?1415995284 type=""audio/mpeg""></audio><br>

probablemente
"
"
Translate to Spanish:
likely, probable
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/392/a_sound.MP3?1415995286 type=""audio/mpeg""></audio><br>

probable
"
"
Translate to Spanish:
odds, probability
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/393/a_sound.MP3?1415995288 type=""audio/mpeg""></audio><br>

probabilidad
"
"
Translate to Spanish:
popular
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/394/a_sound.MP3?1415995289 type=""audio/mpeg""></audio><br>

popular
"
"
Translate to Spanish:
place
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/395/a_sound.MP3?1415995290 type=""audio/mpeg""></audio><br>

un lugar
"
"
Translate to Spanish:
pet
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/396/a_sound.MP3?1415995292 type=""audio/mpeg""></audio><br>

una mascota
"
"
Translate to Spanish:
cat
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/397/a_sound.MP3?1415995293 type=""audio/mpeg""></audio><br>

un gato
"
"
Translate to Spanish:
dog
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/398/a_sound.MP3?1415995294 type=""audio/mpeg""></audio><br>

un perro
"
"
Translate to Spanish:
bird
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/399/a_sound.MP3?1415995296 type=""audio/mpeg""></audio><br>

un pájaro
"
"
Translate to Spanish:
animal
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/400/a_sound.MP3?1415995297 type=""audio/mpeg""></audio><br>

un animal
"
"
Translate to Spanish:
on time
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/401/a_sound.MP3?1415995297 type=""audio/mpeg""></audio><br>

a tiempo
"
