"
Translate to Spanish:
weak
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/585/a_sound.MP3?1415995541 type=""audio/mpeg""></audio><br>

débil
"
"
Translate to Spanish:
strong
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/586/a_sound.MP3?1415995543 type=""audio/mpeg""></audio><br>

fuerte
"
"
Translate to Spanish:
tough
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/587/a_sound.MP3?1415995545 type=""audio/mpeg""></audio><br>

duro (fuerte, intimidante)
"
"
Translate to Spanish:
force, strength
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/588/a_sound.MP3?1415995546 type=""audio/mpeg""></audio><br>

la fuerza
"
"
Translate to Spanish:
Shut up!
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/589/a_sound.MP3?1415995547 type=""audio/mpeg""></audio><br>

¡Cállate!
"
"
Translate to Spanish:
serious
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/590/a_sound.MP3?1415995549 type=""audio/mpeg""></audio><br>

serio
"
"
Translate to Spanish:
(to be) sure
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/592/a_sound.MP3?1415995550 type=""audio/mpeg""></audio><br>

(estar) seguro
"
"
Translate to Spanish:
secure, stable
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/593/a_sound.MP3?1415995550 type=""audio/mpeg""></audio><br>

estable, firme
"
"
Translate to Spanish:
record, CD
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/594/a_sound.MP3?1415995554 type=""audio/mpeg""></audio><br>

el disco, el CD
"
"
Translate to Spanish:
Really?
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/595/a_sound.MP3?1415995554 type=""audio/mpeg""></audio><br>

¿Verdad?, ¿En serio?
"
"
Translate to Spanish:
radio
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/596/a_sound.MP3?1415995556 type=""audio/mpeg""></audio><br>

el/la radio
"
"
Translate to Spanish:
piece
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/597/a_sound.MP3?1415995557 type=""audio/mpeg""></audio><br>

pieza, pedazo
"
"
Translate to Spanish:
you should
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/598/a_sound.MP3?1415995558 type=""audio/mpeg""></audio><br>

hay que, deberías
"
"
Translate to Spanish:
meter
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/599/a_sound.MP3?1415995559 type=""audio/mpeg""></audio><br>

un metro
"
"
Translate to Spanish:
kilometer
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/600/a_sound.MP3?1415995560 type=""audio/mpeg""></audio><br>

un kilómetro
"
"
Translate to Spanish:
centimeter
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/040/601/a_sound.MP3?1415995561 type=""audio/mpeg""></audio><br>

un centímetro
"
